V1,artist_name,artist_id,Zdanceability,Zenergy,Zvalence,Ztempo,Zloudness,Zmode,Zkey,Zacousticness,Zinstrumentalness,Zliveness,Zspeechiness,Zduration_ms,Zpopularity,count,genre
4883,Feargal Sharkey,163256,0.796493577,1.381810431,1.082825781,-0.819493096,-0.064000803,0.466387085,1.275209046,0.249033579,-0.56667007,1.052612131,-0.335692883,0.42387505,1.391140349,2,Unknown
4884,Exhorder,163386,-1.5783679,1.881688743,-1.798280069,0.768003536,1.049493091,0.466387085,0.990987696,-1.165137636,1.227535294,-0.522782711,0.521598065,1.464150211,-0.196215717,2,Pop/Rock
4885,Ben Lee,163570,1.558520779,0.669020987,1.856779692,-0.22847884,1.116006049,0.466387085,1.559430396,-1.089183378,-0.566616972,-0.488347851,-0.500250278,0.092896878,1.315551965,2,Pop/Rock
4886,Manos Hadjidakis,163835,-0.801544053,-0.992611549,-0.190453234,0.837433366,-0.165445026,-2.143775435,-0.998561754,1.378344899,-0.048534392,-0.855079109,-0.538735476,-0.794719337,-0.952099559,2,Unknown
4887,Electric Wizard,164175,-3.43460698,0.335768779,-1.4687255,-3.00108164,0.754252123,0.466387085,1.559430396,-1.165101247,3.300078006,-0.729391871,-0.248105882,3.310602768,0.484079739,2,Pop/Rock
4888,Chapterhouse,165294,-2.332996781,1.641006593,-1.673448793,-2.220974121,0.694916823,0.466387085,-0.998561754,-1.164721758,0.122750129,1.396960731,-0.076913108,0.148508095,-0.347392486,2,Pop/Rock
4889,Franke & the Knockouts,165354,0.389585847,1.215184328,0.843149731,1.26261935,0.723148942,0.466387085,0.990987696,-1.113940053,-0.543332554,-1.041027353,-0.367542701,0.059264821,-0.045038949,2,Pop/Rock
4890,Eddie & the Hot Rods,165736,-1.615359512,1.307754385,-0.669805334,1.431681769,1.0088197,0.466387085,-0.430119054,-1.161079474,-0.069944957,-0.973018505,0.047832015,0.163328192,-0.80092279,2,Pop/Rock
4891,Charlie Barnet,166767,-1.393409841,-2.108080745,-2.283124745,-1.737677821,-0.784398336,0.466387085,-0.145897704,2.15495839,-0.519566827,1.224786431,-0.423279884,-0.587716054,-2.463867241,2,Jazz
4892,ESG,167386,1.114621438,0.247827224,1.771894424,0.961165565,-0.019260073,0.466387085,0.138323646,-1.16416558,1.715696181,-0.79826159,0.160633455,-0.823881463,0.484079739,2,R&B;
4893,Downset,168110,0.256416044,1.594721564,-0.055635456,-1.170554521,1.01384406,0.466387085,-1.282783104,-1.121740101,-0.56667007,-0.806870305,0.6675764,-1.219876832,0.181726203,2,Pop/Rock
4894,Felix da Housecat,169239,1.965428509,0.955988166,0.538561417,0.399780268,0.683432572,-2.143775435,1.559430396,-0.649667621,-0.510574389,1.7240919,-0.322422125,0.348340365,1.315551965,2,Electronic
4895,Carnivore,169317,-1.459994743,1.164270796,-2.366512037,-0.802070434,0.37527182,-2.143775435,1.275209046,-1.165050038,2.627786258,-0.79826159,-0.346309489,2.416138233,-0.498569254,2,Unknown
4896,Frankie Paul,169526,0.374789202,-0.131710012,0.962987756,-2.119515804,0.364505334,-2.143775435,-1.567004454,-1.108513932,-0.566601984,0.458610797,1.092240646,-0.44270619,-0.876511174,2,Reggae
4897,Luther Allison,169856,0.692917064,-0.414048688,-0.390183276,1.04520122,0.744681913,-2.143775435,-1.282783104,1.252865864,0.520986642,-1.215784267,-0.427261111,2.380761229,0.106137819,2,Blues
4898,Eddie Henderson,169948,0.855680155,0.104343635,2.081475988,-1.730948709,0.105391908,-2.143775435,1.275209046,0.116771893,0.131314356,-0.976461991,-0.538735476,0.54737187,-0.347392486,2,Jazz
4899,Tygers of Pan Tang,170228,-0.024720205,1.57157905,-0.629859326,1.189277246,1.100454458,0.466387085,0.990987696,-1.118687908,-0.56667007,2.533311108,0.230968471,-1.450628125,-0.347392486,2,Unknown
4900,Eddie Holland,170625,0.929663379,0.442224346,1.602123889,0.072609799,0.53365879,0.466387085,-0.714340404,0.91034201,-0.56667007,0.639393812,-0.285264003,-1.209837412,-1.632395015,2,Unknown
4901,Vic Dickenson,170688,1.462342589,-0.349249648,2.061502984,-0.283667992,-0.224301815,0.466387085,1.275209046,1.910782969,3.19302518,0.450002082,-0.396738368,-1.109132465,-2.992985929,2,Unknown
4902,Erskine Hawkins,170690,0.219424433,-1.992368173,1.102798785,1.520881626,-1.257166694,0.466387085,1.275209046,1.853130439,0.75650286,-0.281738691,-0.24545173,-0.604448421,-2.841809161,2,Jazz
4903,Lydia Lunch,171150,-2.443971616,1.511408512,-1.688428546,0.890588135,0.894934205,0.466387085,0.990987696,-1.104105209,2.443655397,-0.643304721,-0.041082062,0.952617848,-0.498569254,2,Pop/Rock
4904,Dodgy,172205,0.2416194,1.765976171,0.953001254,-0.449757082,0.941828233,0.466387085,-1.567004454,-1.161384694,-0.564233548,1.242003861,-0.12336076,-0.060084763,0.937610044,2,Pop/Rock
4905,Joey Ramone,173487,-0.912518888,1.354039414,-0.245378996,-1.894220961,1.218646547,0.466387085,-0.145897704,-1.133440173,0.854991459,0.045392478,-0.338347034,-1.230717015,1.088786812,2,Pop/Rock
4906,Rita Marley,173988,1.817462062,-0.719529879,0.853136233,-1.608624928,-0.325267527,0.466387085,-0.998561754,-1.059339716,-0.565860751,-1.275184401,-0.022503001,0.230580356,0.937610044,2,Reggae
4907,Tuxedomoon,174132,0.766900287,-1.899798115,-0.719737844,-0.84734849,-1.533027987,0.466387085,-1.567004454,1.045995021,-0.561531534,-0.488347851,-0.388775914,-0.433778277,-0.952099559,2,Pop/Rock
4908,Elmo & Patsy,175291,1.743478838,-0.25667959,1.357454588,-0.532071335,-1.170317041,0.466387085,-0.430119054,-0.395318225,-0.56667007,-0.772435446,-0.015867622,-0.477760499,-0.574157638,2,Unknown
4909,Unearth,175379,-2.414378327,1.553065038,-0.050642205,2.396918114,1.027242354,0.466387085,0.422544996,-1.165102603,-0.346141248,-0.626087291,0.119494106,-0.349004935,0.408491355,2,Pop/Rock
4910,Ruth Cameron,176083,-0.061711817,-1.885912606,-1.22904945,0.276048069,-0.542272032,-2.143775435,-1.567004454,2.022696703,-0.566291959,-0.694957011,-0.309151367,0.557411291,0.635256508,2,Jazz
4911,Elisa,176256,-0.180084975,1.715062639,1.277562571,1.964794363,1.080596273,0.466387085,-1.282783104,-1.157688149,-0.537423238,-0.825809478,-0.437877717,0.584027706,0.030549435,2,Pop/Rock
4912,Fischerspooner,178051,0.456170748,0.687534998,0.11912833,1.438880354,0.558541335,0.466387085,1.275209046,-0.857894994,2.910405719,-0.888653098,-0.334365807,0.501644702,1.164375196,2,Electronic
4913,Eloy,178143,-2.821286056,0.039544594,-1.733367805,-1.994479514,-0.335794758,0.466387085,-1.567004454,-1.157416843,1.13761092,-0.514173996,-0.457783854,5.445497429,0.106137819,2,Pop/Rock
4914,Elizabeth Fraser,178166,-2.799091089,-2.168251282,-2.558252877,-1.772470981,-2.478564702,0.466387085,0.422544996,1.781912608,3.407130832,-0.720783156,-0.428588187,0.329851099,0.786433276,2,Unknown
4915,Jane Child,178345,1.203401306,0.442224346,1.342474835,-0.458155431,-0.303734556,0.466387085,-1.282783104,-1.11360092,-0.566523194,-1.363854165,-0.36488855,0.017995633,0.86202166,2,Pop/Rock
4916,Egg Hunt,178371,-1.889097439,1.557693541,-0.165486979,1.84257491,0.932736533,0.466387085,0.706766346,-1.057644053,-0.536866563,-1.166714592,0.303957638,-0.929056341,-1.254453095,2,Unknown
4917,The Edge,178549,0.215725271,0.002516571,0.014270058,-0.157145037,-0.948407804,0.466387085,1.559430396,1.26303984,3.113806088,-1.010896851,-0.456456778,0.795889352,0.106137819,2,Pop/Rock
4918,Ultra Vivid Scene,178621,-0.808942375,1.39569594,-0.31528451,1.825360903,0.459011155,0.466387085,-0.430119054,-1.129879282,3.295795893,-1.291540959,-0.437877717,0.042054386,-0.649746022,2,Pop/Rock
4919,Jawbox,178906,-1.911292406,1.520665518,-1.858199081,-1.321672641,0.933215044,0.466387085,-0.714340404,-1.010165499,1.441640946,1.5519176,-0.155210578,0.393601417,-0.196215717,2,Pop/Rock
4920,Fred Eaglesmith,179105,1.343969431,-2.200650803,-1.268995459,0.505203022,-0.922927121,0.466387085,0.422544996,1.904000318,-0.566233295,-0.789652875,-0.2361622,0.7773224,0.710844892,2,Folk
4921,Edie Brickell,179191,0.123246242,-1.256436214,0.129114832,2.42508649,-1.257645204,-2.143775435,1.275209046,0.327034061,-0.566622967,-0.772435446,-0.529445945,-0.675357802,-0.42298087,2,Pop/Rock
4922,David Johansen,181329,0.641128807,0.909703137,2.116428746,0.063794141,0.581749094,0.466387085,-1.567004454,-1.055609258,-0.21211111,-1.035001253,-0.041082062,-0.065032763,-0.725334406,2,Pop/Rock
4923,The Fugitives,183715,1.218197951,-0.460333717,1.976617717,1.954361631,-0.061368996,0.466387085,0.422544996,0.764515023,-0.563462767,-1.080627442,-0.193695775,-0.961887636,-0.574157638,2,Unknown
4924,U.K. Subs,184267,0.981451635,1.344782408,2.071489486,-0.062128932,0.942545998,0.466387085,-0.998561754,-1.072565884,-0.566661506,-1.047053453,-0.497596127,-1.541460974,-0.80092279,2,Pop/Rock
4925,Greater Vision,184451,1.166409694,0.312626265,1.617103642,-0.232704097,0.473127214,0.466387085,0.138323646,0.323642736,-0.56667007,0.940698836,-0.530773021,-0.520941958,-0.42298087,2,Religious
4926,Unsane,184471,-1.593164545,1.608607073,-0.824596116,0.191125632,0.710229159,0.466387085,-0.430119054,-1.165144283,3.085972354,-0.626087291,0.103569197,-1.0079375,0.408491355,2,Pop/Rock
4927,Flora Purim,184637,-0.905120566,0.127486149,1.667036152,-1.020584001,0.237939312,-2.143775435,-0.145897704,1.429214778,-0.56667007,4.651054995,0.106223349,-1.446170144,-0.952099559,2,Latin
4928,Green Jelly,185543,-0.712764184,1.687291622,-1.029319409,1.25776813,1.191132194,0.466387085,0.422544996,-1.126148824,-0.566513345,2.739920268,2.061005958,1.282484512,0.635256508,2,Pop/Rock
4929,Voivod,186096,-1.504384677,1.400324443,-1.748347558,0.330350438,-0.460925249,0.466387085,-0.998561754,-1.164555583,1.403101929,-0.488347851,-0.310478443,1.00472722,-0.725334406,2,Pop/Rock
4930,Deadsy,186440,-0.16528833,1.608607073,0.658399442,-1.011924834,1.13251466,0.466387085,0.990987696,-1.16459967,-0.539136083,-0.385043271,0.292013957,-0.63823585,0.030549435,2,Pop/Rock
4931,Dos,186481,0.21202611,-0.40016318,-0.138024098,0.021463331,0.297394239,0.466387085,0.990987696,0.41012153,-0.566658637,0.002348903,1.516904892,-0.146220598,0.295108779,2,Pop/Rock
4932,Mae,186545,0.064059663,1.085586247,-0.864542125,0.027957707,0.90928952,0.466387085,0.422544996,-0.778537982,-0.566662062,0.071218623,-0.2799557,0.140703641,0.332902971,2,Unknown
4933,Funeral for a Friend,187422,-0.498212836,0.937474154,-1.268995459,-0.894034965,1.412443293,0.466387085,-0.430119054,-1.16309053,-0.56667007,-0.014868527,-0.493614899,-0.342311988,-0.271804102,2,Pop/Rock
4934,Dori Caymmi,188843,-0.9495105,-2.256192837,-1.688428546,0.043919787,-1.357653895,-2.143775435,-0.430119054,1.965044174,-0.559390478,-0.557217571,-0.431242338,-0.614009773,-1.405629863,2,Latin
4935,John Taylor,189831,-1.282435006,-1.932197635,-1.748347558,-1.266692144,-3.112591093,0.466387085,-0.145897704,1.337648996,2.554990337,-0.89554007,-0.501577354,2.615014367,0.181726203,2,Jazz
4936,John Tesh,190012,-1.948284018,-1.807228057,-2.037956119,-2.496502567,-0.477433861,0.466387085,0.990987696,2.09730586,3.210153632,-0.79826159,-0.552006233,-0.769226381,-0.045038949,2,New Age
4937,Frederick Knight,190531,1.817462062,-1.386034295,1.632083395,-1.231898984,-1.035137829,0.466387085,0.422544996,0.069293339,-0.514856502,-0.877461768,-0.441858944,-0.569394112,-0.42298087,2,R&B;
4938,Eric Tingstad,190550,-0.22817407,-1.631344948,-1.4687255,-0.826039635,-1.305974763,0.466387085,0.990987696,1.948087547,3.505619432,-0.794818104,-0.53409071,0.570480464,-0.725334406,2,Unknown
4939,Madball,192338,-1.423003131,1.39569594,-1.019332907,-1.071130587,-0.045338895,0.466387085,0.706766346,-1.162703919,-0.55759199,1.422786875,0.244239229,-0.4809516,0.106137819,2,Unknown
4940,Gregory Abbott,193025,1.787868772,-0.515875752,1.402393847,-1.322976732,-0.102281642,-2.143775435,1.559430396,0.608514059,-0.56667007,0.338088787,-0.573239446,-0.011011121,1.088786812,2,R&B;
4941,The Maddox Brothers & Rose,193160,0.500560682,1.067072235,1.592137387,0.326229509,0.899958565,0.466387085,-1.282783104,-0.99151321,-0.566614403,-0.204260257,-0.342328262,-1.369201256,-2.766220777,2,Country
4942,Emperor,193342,-2.954455859,1.673406113,-2.277132843,-0.834829212,1.016475868,0.466387085,-1.567004454,-1.164888611,3.308642232,-0.092346962,0.187174971,1.368536686,0.332902971,2,Pop/Rock
4943,Warne Marsh,193802,0.544950616,-2.182136791,0.403743639,-0.684597874,-2.691501867,-2.143775435,-0.145897704,1.558085139,1.33458812,-0.969575019,-0.406027899,0.22276395,-2.237102088,2,Jazz
4944,Geggy Tah,194039,1.965428509,0.627364461,-0.155500477,-0.517674166,0.240331864,0.466387085,-1.567004454,-1.072905017,-0.555622218,-0.634696006,-0.344982413,0.330651862,-0.120627333,2,Pop/Rock
4945,Dorothy Norwood,195368,-0.749755796,1.765976171,-1.124191179,2.252476942,0.835120395,0.466387085,-1.567004454,0.55764418,-0.56667007,3.110095012,2.193713535,-0.670099058,-0.725334406,2,Unknown
4946,The Flying Luttenbachers,196254,-1.563571256,-0.215023064,-1.848212579,-1.925519156,-0.012800182,-2.143775435,-1.282783104,-1.143953282,2.520733432,1.767135475,1.18513595,-2.151319897,0.332902971,2,Jazz
4947,Cassandra Wilson,197460,-1.067883658,-2.470492521,-2.519804844,-0.437342131,-2.774523436,0.466387085,1.275209046,1.781912608,0.542397207,0.183131918,-0.464419232,0.65573785,0.937610044,2,Vocal
4948,Gene Loves Jezebel,197475,0.145441209,0.669020987,0.733298208,-0.458729231,-0.684389645,-2.143775435,1.559430396,-1.01559162,-0.56667007,-0.583043716,-0.394084217,-0.154586782,0.257314587,2,Pop/Rock
4949,The Dream Syndicate,198302,-1.748529314,1.53917953,0.154081087,-0.154302117,0.764300843,0.466387085,0.422544996,-1.163826448,2.987483754,2.774355128,-0.417971581,-0.406683794,-0.876511174,2,Pop/Rock
4950,Halifax,199089,-1.334223262,1.742833657,0.094162075,-0.998101464,1.940240356,-2.143775435,-0.714340404,-1.163789143,-0.56667007,0.570524092,0.153998076,-0.646195677,0.257314587,2,Pop/Rock
4951,"Johnny ""Hammond"" Smith",200322,0.951858346,-0.094681989,1.447333106,-0.79659325,-0.987765291,0.466387085,-0.998561754,-0.263056539,-0.46475578,-0.999705521,-0.440531869,0.876760467,-0.196215717,2,Jazz
4952,Erma Franklin,200448,-0.579594382,0.91433164,0.228979853,2.111791554,1.136342744,0.466387085,0.706766346,-0.69375485,-0.475032851,-0.996262035,-0.224218518,-1.064504852,1.013198428,2,Unknown
4953,Lenny Welch,201022,-0.912518888,-1.978482664,-1.184110191,-4.664006923,-0.677929754,0.466387085,0.706766346,1.734434054,-0.56667007,-0.677739581,-0.557314536,-0.864995279,-1.330041479,2,Pop/Rock
4954,Destruction,201593,-2.843481023,1.807632697,-1.518658011,2.757994961,0.365701611,-2.143775435,1.559430396,-1.165137263,1.343152346,-0.897261813,0.286705653,0.355834075,-0.649746022,2,Pop/Rock
4955,Vickie Winans,201667,-0.882925599,0.280226744,1.377427592,4.451957621,-0.257558294,0.466387085,0.990987696,-0.822625211,-0.56667007,1.396960731,0.826825492,1.084719886,-0.196215717,2,Unknown
4956,General Public,201958,0.138042887,1.261469356,1.507252119,-1.588176774,-0.311629979,0.466387085,-1.567004454,-0.018881118,0.20839239,1.044003416,-0.423279884,-0.336730548,0.86202166,2,Pop/Rock
4957,Charles & Eddie,202089,0.012271407,-0.219651567,0.863122735,4.280130529,-0.342972415,-2.143775435,1.559430396,0.438947795,-0.56667007,-1.367297651,-0.172462563,0.39758133,0.786433276,2,R&B;
4958,Johnny Mandel,202554,0.374789202,-1.668372971,-0.275338502,-0.27010544,-1.067198032,-2.143775435,1.559430396,1.324083695,-0.56667007,-0.720783156,-0.513521036,-0.883639916,-0.045038949,2,Unknown
4959,Ver脙鲁nica Castro,203670,-0.964307145,0.905074634,1.637076646,3.728551999,0.253969413,0.466387085,0.990987696,-0.588623766,-0.56667007,-1.340610634,2.830709905,-1.274424348,-1.027687943,2,Unknown
4960,Johnny Shines,204714,-0.342848067,-2.098823739,-0.914474635,-1.627090864,-1.751707278,-2.143775435,-0.430119054,1.724260078,-0.562045388,-1.150358033,-0.390102989,-0.09435026,-0.952099559,2,Blues
4961,Charles Earland,204850,0.988849958,1.182784807,2.071489486,-0.300673344,0.359241719,-2.143775435,1.275209046,-0.819233886,-0.461330089,1.870440055,-0.252087109,1.538095322,-0.498569254,2,Jazz
4962,Tullycraft,205520,-0.357644711,-0.173366538,0.273919112,0.879842421,-0.580792125,0.466387085,-1.567004454,0.293120808,0.06708266,-0.660522151,-0.037100834,-0.751693251,0.332902971,2,Pop/Rock
4963,DeVotchKa,207290,0.530153972,-1.15460915,-2.525796745,-0.860024259,-0.168555344,-2.143775435,-0.430119054,1.758173331,-0.095637636,1.904874915,-0.44318602,2.071774168,0.408491355,2,Pop/Rock
4964,Dub Pistols,207360,1.943233542,1.312382888,2.066496235,0.16629573,0.073810216,0.466387085,0.990987696,-1.103766077,-0.299038005,-0.014868527,0.015982196,-0.382063311,-0.045038949,2,Electronic
4965,Charlie Feathers,207735,0.678120419,0.187656687,0.548547919,-1.403726076,0.627925356,0.466387085,1.559430396,-1.081722463,-0.540634823,0.854611687,0.428702761,-0.777353531,0.559668124,2,Pop/Rock
4966,Jane Siberry,208303,-0.712764184,-1.302721243,-2.04294937,-2.163698423,-0.680561561,0.466387085,-1.567004454,0.669557915,-0.566019189,-0.78104416,-0.490960748,1.072923567,-0.196215717,2,Pop/Rock
4967,Vetiver,208893,1.240392918,-0.506618746,0.149087836,-0.381839998,0.287225891,0.466387085,0.990987696,1.235909237,1.852723798,0.596350237,-0.538735476,0.263244327,0.257314587,2,Pop/Rock
4968,Lou Ann Barton,210142,0.61893384,-0.529761261,1.342474835,0.035573601,-0.296796154,0.466387085,-1.282783104,-0.100272925,-0.566644763,-0.879183511,-0.521483491,-0.12318969,-0.498569254,2,Blues
4969,Wesley Willis,210276,1.15161305,-0.136338515,0.608466932,2.596965746,-0.455661634,0.466387085,-0.714340404,-0.927756295,-0.565929264,-0.789652875,-0.429915262,-1.190081267,-0.045038949,2,Pop/Rock
4970,Los Tres,210430,0.019669729,-0.418677191,-0.215419489,0.048562352,0.531266238,0.466387085,0.990987696,0.662775264,-0.566657181,-0.187042827,-0.493614899,0.31296336,1.391140349,2,Unknown
4971,Jamie Cullum,211578,0.559747261,-1.274950225,-0.789643359,-1.244626916,-0.275741692,0.466387085,-0.145897704,1.663216223,-0.566407148,-0.806870305,-0.558641612,0.73653128,0.257314587,2,Pop/Rock
4972,Joey McIntyre,213273,0.61893384,-0.150224024,-1.298954965,0.50901097,1.000924277,0.466387085,-0.998561754,-1.080705065,-0.56667007,-0.471130421,-0.530773021,-0.226296926,0.181726203,2,Unknown
4973,U.K.,214383,-0.194881619,0.085829623,1.112785287,1.736369701,-0.252294679,-2.143775435,-0.430119054,-0.425840152,-0.566427702,0.226175493,-0.153883502,1.048231374,-0.271804102,2,Pop/Rock
4974,John Abercrombie,214546,-1.297231651,-1.49156416,-0.79263931,0.464489287,-2.50380613,0.466387085,0.990987696,0.577992132,1.844159572,-0.95623151,-0.460438005,4.159818201,-0.082833141,2,Jazz
4975,Violeta Parra,215803,0.507959005,-1.853513086,-1.843219328,0.503481622,-1.257884459,-2.143775435,-0.430119054,2.185480317,-0.505007642,-0.78104416,-0.035773759,0.050026164,-0.120627333,2,Unknown
4976,Life Without Buildings,217994,-0.224474909,0.798619068,0.658399442,-0.101512495,0.371443736,0.466387085,-0.998561754,-0.351230996,-0.562614909,-0.445304276,-0.298534761,0.927913703,-0.045038949,2,Pop/Rock
4977,Horace Andy,218885,2.017216766,-0.511247249,0.893082241,-2.183624941,-0.270717332,-2.143775435,0.990987696,0.079467315,-0.566630932,-1.233862569,1.331114285,-0.77614641,1.239963581,2,Reggae
4978,I-Roy,219334,1.314376142,0.275598242,1.17769755,0.498004438,0.46882062,-2.143775435,0.990987696,-0.171490756,-0.562730526,-0.273129976,-0.046390365,3.040494557,-0.574157638,2,Reggae
4979,Vision of Disorder,219966,-2.199826978,1.367924923,-0.9893734,-0.909944881,1.150698059,-2.143775435,-0.145897704,-1.164987638,-0.566510775,-0.81547902,0.083663061,0.001585961,0.257314587,2,Pop/Rock
4980,Vitalic,220024,0.626332162,1.53917953,-0.300304757,0.311154211,1.173427307,-2.143775435,1.275209046,-1.164046884,2.113932693,-0.79826159,-0.378159307,-0.144547361,0.181726203,2,Electronic
4981,Hortense Ellis,220967,2.335344627,-0.150224024,2.111435495,-2.046017209,-0.373836341,0.466387085,-1.282783104,0.201555025,-0.55493708,0.561915377,0.379600957,-0.562055774,-0.574157638,2,Unknown
4982,John Handy,221660,1.839657029,0.831018588,1.117778538,0.605200757,0.65735375,-2.143775435,0.422544996,-0.52079726,2.966073188,-1.022949052,-0.199004078,2.05121726,-0.347392486,2,Jazz
4983,UNKLE,221803,-1.297231651,0.018716331,-1.988023608,-0.957439892,0.361634272,0.466387085,0.990987696,-0.90435615,-0.424932128,-0.664826508,-0.344982413,2.488965861,1.013198428,2,Electronic
4984,Dead Meadow,223523,-1.334223262,0.215427704,-1.278981961,0.479277684,0.809280829,0.466387085,1.559430396,0.340599362,2.465065963,-0.591652431,-0.522810566,2.466980726,0.106137819,2,Pop/Rock
4985,Jeff Golub,225178,0.692917064,0.238570219,0.278912363,2.691799278,0.727216281,-2.143775435,-1.282783104,1.171474057,-0.564982917,-0.806870305,-0.07293188,0.627376488,0.257314587,2,Unknown
4986,Lizz Wright,225607,0.286009334,-1.710029497,-1.968050604,-0.709532103,-1.278699665,0.466387085,0.422544996,1.795477909,-0.562953196,-0.746609301,-0.37417808,-0.428041466,0.181726203,2,Jazz
4987,John Entwistle,226331,-1.770724282,0.88193212,-1.398819986,0.657886052,0.594908132,0.466387085,0.990987696,-1.140833262,3.004612206,-1.024670795,0.022617575,0.105482009,-1.254453095,2,Pop/Rock
4988,Vivian Green,226420,1.085028149,-0.108567498,-0.205432987,0.134580226,0.938478659,-2.143775435,0.138323646,-0.835173114,-0.56667007,0.932090121,0.301303487,-0.597122034,0.408491355,2,R&B;
4989,John Gorka,227487,0.411780814,-2.451978509,-1.693421797,0.888292934,-1.978521247,-2.143775435,-1.567004454,1.934522246,-0.566625108,-0.81547902,-0.436550641,0.122214376,-0.498569254,2,Folk
4990,Jobriath,228889,-1.70413938,0.155257167,0.533568166,3.498092954,0.863352513,0.466387085,-0.430119054,-1.005417644,0.974890625,0.673828672,-0.492287824,-0.338164751,-0.649746022,2,Pop/Rock
4991,Howard Stern,230105,-0.135695041,1.719691142,-0.994366652,1.024231429,1.076050423,-2.143775435,-1.282783104,-1.165048681,1.702849841,0.837394257,0.171250061,-0.146136936,0.030549435,2,Comedy/Spoken
4992,The Wannadies,231225,-1.622757834,-0.983354543,-1.338900973,1.275660265,0.361155761,0.466387085,-0.998561754,-1.14883679,-0.56667007,-1.055662168,-0.415317429,-0.905475655,0.332902971,2,Pop/Rock
4993,Debbie Harry,234844,0.648527129,0.095086629,1.197670554,-1.20461739,-0.474084288,0.466387085,-1.567004454,-0.347839671,-0.566587425,-1.082349185,-0.518829339,0.8130221,-1.330041479,2,Pop/Rock
4994,Leif Garrett,235923,1.062833181,-0.006740434,1.457319609,0.353406775,-0.957140621,-2.143775435,1.559430396,-1.056965788,-0.554894259,1.130090566,-0.508212733,-0.596321271,0.181726203,2,Pop/Rock
4995,Denis Leary,238245,-1.238045072,0.363539796,0.518588413,2.739059553,-0.166402047,0.466387085,-0.998561754,0.713645143,-0.56667007,-0.359217126,2.379504143,0.237105979,0.635256508,2,Comedy/Spoken
4996,Delta 5,238297,2.409327851,0.113600641,1.212650308,0.73811376,0.572178884,0.466387085,0.422544996,-1.061035378,-0.565800801,-1.104731844,2.246796566,-0.632977107,0.937610044,2,Pop/Rock
4997,Johnny Kidd & the Pirates,239961,1.632504003,-0.029882949,1.047873023,0.252939568,0.056105328,0.466387085,0.990987696,-0.558101839,-0.566616544,0.587741522,-0.413990353,-1.247449382,0.484079739,2,Pop/Rock
4998,"Johnny ""Big Moose"" Walker",240009,-0.54260277,-0.923184006,-0.549967309,3.364345332,-0.870769478,0.466387085,-0.145897704,0.669557915,-0.566246569,-0.032085957,-0.273320322,0.121102869,-0.80092279,2,Blues
4999,Dennis DeYoung,241635,0.189831143,0.22468471,-1.08424517,-0.708019357,0.911682072,0.466387085,-0.998561754,0.13372852,-0.566627249,1.009568556,-0.598453885,1.463672144,-0.045038949,2,Pop/Rock
5000,The Rockets,241724,0.323000946,1.511408512,0.608466932,-1.416245354,0.677929701,0.466387085,0.990987696,-0.378361598,-0.353849052,-1.048775196,0.111531652,-0.601866856,0.181726203,2,Pop/Rock
5001,Demon,242343,-0.217076586,1.742833657,0.373784133,0.597845681,1.777307536,-2.143775435,-0.998561754,-0.507231959,-0.505864065,3.127312442,0.260164138,-0.572573262,-0.196215717,2,Unknown
5002,Razorlight,242578,0.419179136,-0.242794082,0.718318455,-1.30769278,1.476802953,-2.143775435,-1.282783104,-0.989139282,-0.566421707,0.587741522,-0.602435113,-0.490345629,0.106137819,2,Pop/Rock
5003,Wayne Hancock,243418,0.426577459,-1.353634774,0.054216067,0.772646102,-0.72434527,0.466387085,-0.430119054,0.930689962,-0.566665017,-0.746609301,-0.510866884,-0.285254616,0.257314587,2,Country
5004,Liquid,243933,0.796493577,1.474380489,-0.769670355,0.767638391,0.554952507,-2.143775435,0.990987696,-0.639493645,2.781942328,-0.686348296,-0.43389649,0.250659196,1.013198428,2,Unknown
5005,Samiam,244073,-1.822512538,1.270726362,-1.493691755,-0.161239884,0.308280353,0.466387085,-1.567004454,-1.158129021,-0.550697788,1.48304788,-0.104781699,1.013177065,-0.42298087,2,Pop/Rock
5006,Dennis Coffey,244254,0.670722096,-0.719529879,-0.095581465,-2.001730262,-0.334837737,-2.143775435,0.422544996,0.187989724,1.702849841,-0.505565281,-0.268012018,2.335798968,-0.574157638,2,Unknown
5007,Wendy & Lisa,244537,0.855680155,0.993016189,1.667036152,-0.062494078,0.170469333,0.466387085,0.138323646,-0.860947187,-0.566019189,-1.224392982,-0.448494323,0.664187696,-0.876511174,2,Pop/Rock
5008,Rodney Dangerfield,245292,-0.350246389,0.696792004,-1.51366476,-1.900063291,-1.153808429,0.466387085,-0.145897704,1.588607067,-0.56667007,3.178964732,11.68230529,11.05562106,-1.254453095,2,Comedy/Spoken
5009,Liquid Tension Experiment,245513,-1.411905647,1.592407313,0.321354997,1.088653548,1.41663026,0.466387085,0.422544996,-1.164031623,2.345166798,1.384047658,0.019299886,2.621952324,0.446285547,2,Pop/Rock
5010,Les Nubians,246127,1.921038575,-0.418677191,1.412380349,-1.781234476,0.606870894,0.466387085,-0.145897704,0.086249966,-0.561060502,0.363914932,0.014655121,0.5811593,0.181726203,2,R&B;
5011,Lenny White,246487,1.861851996,0.326511773,2.081475988,-0.047001471,0.320003859,0.466387085,-0.998561754,-0.982017499,-0.557891738,-0.557217571,-0.145921048,-0.345180394,-0.80092279,2,Jazz
